indicator_data year,ISO Country code_,surface area (Km2)_,population_2017,population_2018,population_2019,population_2020,population_2021,,GINI index_varies by country,happy planet index_2016,happy planet index_2017,happy planet index_2018,happy planet index_2019,happy planet index_2020,human development index_2017,human development index_2018,human development index_2019,human development index_2020,human development index_2021,sustainable economic development assessment (SEDA)_2018,,GDP growth(annual %)_2017,GDP growth(annual %)_2018,GDP growth(annual %)_2019,GDP growth(annual %)_2020,GDP growth(annual %)_2021,GDP ($ USD billions PPP)_2018,GDP ($ USD billions PPP)_2019,GDP ($ USD billions PPP)_2020,GDP ($ USD billions PPP)_2021,GDP per capita in $ (PPP)_2018,GDP per capita in $ (PPP)_2019,GDP per capita in $ (PPP)_2020,GDP per capita in $ (PPP)_2021,Economic Growth_2018,Economic Growth_2021,,health expenditure % of GDP_2014,health expenditure % of GDP_2015,health expenditure % of GDP_2016,health expenditure % of GDP_2017,health expenditure % of GDP_2018,health expenditure % of GDP_2019,health expenditure % of GDP_2020,health expenditure % of GDP_2021,health expenditure per person_2015,health expenditure per person_2018,health expenditure per person_2019,infant mortality_2020,"maternal mortality per 100,000 live births_2017",,education expenditure% of GDP_2014,education expenditure% of GDP_2018,education expenditure% of GDP_2021,Education as % of GDP_2018,Education as % of GDP_2021,% of primary school aged kids out of school_2018,% of primary school aged kids out of school_2021,,unemployment (%)_2017,unemployment (%)_2018,unemployment (%)_2019,unemployment (%)_2020,unemployment (%)_2021,% of population in extreme poverty_2021,% of population with access to electricity_2020,,political rights score_2018,political rights score_2022,civil liberties score_2018,civil liberties score_2022,political stability and absence of violence_2017,political stability and absence of violence_2021,government effectiveness_2017,government effectiveness_2021,regulatory quality_2017,regulatory quality_2021,rule of law_2017,rule of law_2021,control of corruption_2017,control of corruption_2021,judicial effectiveness score_2018,judicial effectiveness score_2022,government integrity score_2018,government integrity score_2022,overall economic freedom score_2017,overall economic freedom score_2022,financial freedom score_2018,financial freedom score_2022,government expenditure (% of GDP)_2018,,CO2e emissions per capita_2015,CO2e emissions per capita_2016,CO2e emissions per capita_2017,CO2e emissions per capita_2018,CO2e emissions per capita_2019,share of electricity from renewables generation_2015,,% of seats held by women in national parliaments_2017,% of seats held by women in national parliaments_2018,% of seats held by women in national parliaments_2019,% of seats held by women in national parliaments_2020,% of seats held by women in national parliaments_2021,Military Spending as % of GDP_2017,Military Spending as % of GDP_2018,Military Spending as % of GDP_2019,Military Spending as % of GDP_2020,Military Spending as % of GDP_2021
Djibouti,DJI,23180,1040233,1057198,1073994,1090156,1105557,,40.9,16.4,-,-,-,-,0.476,0.506,0.512,0.51,0.509,-,,5.458091517,6.5,5.5451306,4.309661446,4.812477383,4.851881588,5.120924758,5.182479402,5.405826719,5180.596948,5482.012136,5532.682123,5925.795296,4.774416888,4.309661446,,-,3.590240002,3.924390078,3.748559952,3.627739906,-,-,3.627739906,147,71.08630371,61.80943298,31.7,248,,-,3.627739906,-,3.627739906,3.63,37.8930397,33.48466873,,26.06,6.6,26.36,28.39,28.38599968,-,61.76708221,,7,5,19,19,-0.71,-0.707261562,-1.03,-0.798380613,-0.64,-0.869137228,-0.91,-1.009249926,-0.64,-0.782866001,13.8,28.3,29,24.5,45.1,55.3,50,50,49.3,,0.46,0.41,0.4,0.38,0.431407701,-,,10.8,26.15384615,26,26.2,26.15384615,-,-,-,-,-
Dominican Republic,DOM,48320,10647244,10765531,10881882,10999664,11117873,,47.1,30.3,53.1,51.4,54.8,49.3,0.736,0.764,0.771,0.764,0.767,48.1,,4.666704677,7,5.05216802,12.27199023,12.27199023,188.2258548,197.7353412,184.447053,207.0823773,18134.93226,19190.00888,17934.19325,20769.18082,6.982527585,12.27199023,,3.963769913,3.816240072,3.850500107,3.920269966,3.928489923,4.042769909,4.618702412,4.618702412,873,461.5351563,491.0593567,19.5,95,,-,5.571549892,4.69630003,3.928489923,4.618702412,5.673140049,4.109879971,,5.83,14.4,6.36,6.13,8.49600029,0.4,100,,26,27,41,41,0.16,0.137410507,-0.35,0.030997649,-0.08,0.089125387,-0.42,-0.096047066,-0.74,-0.569274545,23.1,55.9,26.2,30.8,61.6,63,40,40,17.7,,2.27,2.34,2.21,2.35,2.535627952,0.122,,26.8,26.84210526,27,27.9,27.89473684,533.1,593.7,613.3,599.1,581.6
Ecuador,ECU,276841,16696944,17015672,17343740,17588595,17797737,,45.9,37,57.5,60.2,58.8,55,0.752,0.762,0.76,0.731,0.74,48.1,,2.368386526,1.3,0.012105103,4.235251242,4.235251242,197.525051,197.5489616,182.1646247,189.8797542,11837.95927,11850.49495,10890.45664,11661.19317,1.289291933,4.235251242,,5.260990143,4.998700142,4.362750053,4.614260197,4.621459961,4.225659847,4.134130001,4.134130001,980,495.1695862,486.492157,16.6,59,,-,4.621459961,4.134130001,4.621459961,4.13,1.312070012,1.379860044,,3.84,5.4,3.81,6.11,6.427000046,2.1,98.84999847,,25,31,35,40,-0.1,-0.266253769,-0.32,-0.209148362,-1,-0.702785313,-0.7,-0.339322567,-0.6,-0.573393404,23.3,47.3,30.2,37.2,48.5,54.3,40,40,39.8,,2.56,2.42,2.31,2.36,2.261469817,0.541,,38,37.95620438,38,39.4,39.41605839,2462.7,2549.4,2346,2356.3,2417
Egypt,EGY,995450,101789386,103740765,105618671,107465134,109262178,,31.8,23.8,39.9,40.6,43.2,44.6,0.696,0.729,0.735,0.734,0.731,43.1,,4.181221001,4.2,5.557683888,3.326742091,3.326742091,1118.715683,1180.890365,1223.044248,1263.731775,11637.87851,12259.71657,12605.97574,13316.24499,5.314121037,3.326742091,,4.25138998,3.930850029,4.050000191,-,-,2.609999895,2.480000019,2.480000019,495,125.545372,149.8403168,3.058440486,37,,-,-,2.480000019,-,2.48,0.651929975,-,,11.74,12,7.84,9.17,9.329000473,-,100,,10,6,16,12,-1.42,-1.024205089,-0.62,-0.432110906,-0.86,-0.50658381,-0.53,-0.24483043,-0.54,-0.68,52.5,22.1,32.2,28.7,53.4,49.1,50,50,34.1,,2.32,2.32,2.38,2.39,2.484059911,0.087,,14.9,14.93288591,15,27.4,27.7027027,-,-,-,-,-
El Salvador,SLV,20721,6266654,6276342,6280217,6292731,6314167,,36,35.6,56,55.1,56.3,50.5,0.674,0.68,0.683,0.672,0.675,47.2,,2.247619048,2.4,2.437471578,10.80086859,10.27847612,55.31910343,56.6371261,51.77691751,57.36927434,8821.519457,9146.512043,8419.799438,9668.727256,2.432287587,10.80086859,,3.824160099,3.909879923,3.825239897,3.725229979,3.605750084,3.385159969,-,3.385159969,578,288.5174561,300.0532837,1.6,46,,3.448559999,3.605750084,3.385159969,3.605750084,3.39,-,-,,4.39,6.3,4.17,6.25,5.940000057,0.3,100,,34,26,36,33,-0.25,-0.211234391,-0.37,-0.312677413,-0.15,-0.34409225,-0.86,-0.8475371,-0.51,-0.532646835,35.4,46.8,25.2,36.1,63.2,59.6,60,60,21.3,,1.12,1.15,1.02,1.09,1.208637136,0.584,,32.1,30.95238095,31,33.3,27.38095238,-,-,-,-,-
Equatorial Guinea,GNQ,28051,1450694,1502091,1553031,1596049,1634466,,-,-,-,-,-,-,0.591,0.601,0.605,0.599,0.596,-,,-5.6675085,-12.2,-5.48182538,-0.9453919,-0.94538292,26.68459903,25.22179644,24.15201945,23.92368822,20873.03796,19385.41369,18157.51367,18127.18648,-6.236550982,-0.9453919,,-,-,-,-,-,-,-,-,790,310.5848694,254.891098,3.6,301,,-,-,-,-,-,-,-,,8.65,7.3,8.68,9.9,9.244999886,-,66.74772644,,1,0,6,5,-0.15,-0.286741406,-1.44,-1.15928483,-1.4,-1.712811947,-1.49,-1.19723165,-1.83,-1.567582011,17.6,6.9,26.2,6.5,42,47.2,30,30,36.1,,4.88,4.76,4,4.28,3.945480032,0.459,,24,20,21,21,23,136.2,149.5,148.6,162.4,170.2
Eritrea,ERI,101000,3396933,3445374,3498818,3555868,3620312,,-,-,-,-,-,-,0.44,0.493,0.495,0.494,0.492,-,,-,4.8,-,-,-,0,0,0,0,-,-,-,1628.8,-,-,,-,-,-,-,-,-,-,-,56,23.97976303,25.2679348,2.7,480,,-,-,-,-,-,47.34817886,-,,5.94,7.3,5.99,7.86,8.046999931,-,52.1710968,,1,1,2,2,-0.66,-1.005785942,-1.73,-1.676823735,-2.2,-2.268742085,-1.56,-1.57183075,-1.2,-1.236861944,13.8,3.9,23.4,11.1,41.7,39.7,20,20,28.5,,0.19,0.2,0.21,0.25,0.251635846,0.01,,22,22,22,-,22,-,-,-,-,-
Estonia,EST,42388,1317384,1321977,1326898,1329522,1330932,,34.8,17.9,35.7,35.3,34.4,38.9,0.871,0.891,0.896,0.892,0.89,70.8,,5.792044675,1.1,3.739706682,8.34945362,8.013462924,46.39835758,48.29899328,46.87365651,50.78735072,36249.35815,37851.30077,37645.22136,42191.5144,4.133819798,8.34945362,,4.394330025,5.144189835,5.15763998,4.961319923,5.26320982,-,-,5.26320982,1887,1552.632446,1598.818848,35.4,9,,-,5.26320982,-,5.26320982,-,2.157160044,-,,5.76,6.9,4.45,6.8,6.330999851,0.3,100,,38,38,56,56,0.66,0.755603731,1.12,1.382561922,1.64,1.559108973,1.28,1.427687645,1.24,1.535825491,83.9,92.3,75.7,83.9,78.8,80,80,70,39.8,,11.81,12.15,12.68,11.59,7.672277909,0.165,,26.7,26.73267327,30,28.7,25.74257426,537.4,614.9,637,718.1,764
Eswatini,SWZ,17204,1151390,1160428,1169613,1180655,1192271,,50.4,15.5,-,33.3,35.3,-,0.588,0.607,0.615,0.61,0.597,-,,2.026578156,1.7,2.703557595,7.426132285,7.883306402,9.68279316,9.934706117,9.750861926,10.47497383,8725.110443,9018.115773,8865.017138,9815.812257,2.382964423,7.426132285,,7.070590019,5.355750084,5.414669991,6.138090134,5.679160118,5.645549774,5.342339993,4.995297909,-,298.118927,264.0551453,-,437,,-,5.679160118,4.995297909,5.679160118,5,16.34914017,-,,22.75,25.3,22.84,25.51,25.75600052,-,79.73049927,,1,1,15,16,-0.3,-0.030135727,-0.58,-0.728663802,-0.56,-0.582627952,-0.29,-0.561079085,-0.3,-0.650570393,35.3,36.9,26.9,32.1,55.9,51.4,40,40,34.1,,0.68,0.74,0.77,0.78,0.836140045,0.536,,6.2,7.246376812,7,9.6,9.589041096,87.8,95.9,86.5,75,81.1
Ethiopia,ETH,1000000,108197950,111129438,114120594,117190911,120283026,,33,26.7,41.6,43.2,41.7,45.4,0.463,0.489,0.498,0.498,0.498,32.3,,9.564189643,10.2,8.364085699,5.637303008,5.637303008,229.7552786,248.972207,264.0587547,278.9445469,2153.769081,2315.158138,2422.681026,2599.736165,6.816147797,5.637303008,,4.602019787,4.737919807,5.061510086,5.64951992,5.06867981,-,-,5.06867981,66,24.29408836,26.74220467,3.224485601,401,,-,5.06867981,-,5.06867981,5.07,-,12.79203033,,2.3,5.7,2.33,3.24,3.694000006,-,51.0939827,,4,12,8,11,-1.69,-2.06836009,-0.7,-0.613235295,-1.01,-0.928053856,-0.45,-0.606264889,-0.56,-0.397181958,37.6,20.5,37.7,33.2,52.8,49.6,20,20,17.7,,0.13,0.14,0.15,0.16,0.163813429,1,,38.8,38.75685558,39,38.8,42.58823529,513.8,517,536,504.1,487.8
Fiji,FJI,18274,919019,918996,918465,920422,924610,,-,-,-,-,-,-,0.741,0.745,0.746,0.737,0.73,49,,5.353364937,4.3,-0.58194637,-4.081424941,-5.11160739,12.23290917,12.17840381,10.33327618,9.911531269,14176.90602,14261.83161,12158.24331,12059.77503,3.812351222,-4.081424941,,4.268219948,4.809319973,4.83589983,4.651189804,4.835710049,5.067880154,-,5.067880154,331,216.0964203,235.6750183,3.4,34,,-,4.835710049,5.067880154,4.835710049,5.07,-,1.178259969,,4.28,7.9,4.45,4.72,5.238999844,0.2,100,,24,23,35,35,0.79,0.667941689,0.09,0.623805881,-0.22,-0.004540864,-0.25,0.310964048,0.36,0.47165674,47.1,43.4,34.8,54.3,62,56.4,50,50,32.6,,1.5,1.66,1.8,1.77,1.831553275,0.462,,16,19.60784314,20,19.6,21.56862745,75.3,81.4,79,72.2,70.5
Finland,FIN,303815,5508214,5515525,5521606,5529543,5541017,,27.2,31.3,51,51.2,51.3,54.6,0.92,0.936,0.939,0.938,0.94,81.3,,3.19240963,0.4,1.224748922,3.474547181,2.973229356,265.0186806,268.2539071,262.0860628,271.1923668,49580.6052,50321.53969,50937.16075,55006.64531,1.141947509,3.474547181,,7.102369785,7.032080173,6.851530075,6.363110065,6.275420189,-,-,6.275420189,3669,4515.677246,4450.302734,23,3,,7.15155983,6.275420189,-,6.275420189,-,1.327100039,-,,8.64,9,6.69,7.76,7.525000095,-,100,,40,40,60,60,1.07,0.981907785,1.94,1.960441709,1.82,1.898075581,2.03,2.057868481,2.22,2.270076752,82.7,97.8,89.8,96.4,74.1,78.3,80,80,57.1,,7.81,8.32,7.81,8.08,7.372854761,0.463,,42,42,47,46,46,3431.1,3756.9,3629.6,4087.5,5903.5
France,FRA,549970,66918020,67158348,67388001,67571107,67749632,,29.3,30.4,50.6,51.2,51.8,54.4,0.901,0.901,0.905,0.898,0.903,73.9,,2.291419994,1.1,1.842971814,6.963570788,6.816589136,3038.643986,3094.645338,2851.553023,3050.122936,46576.60185,49072.36383,46991.18203,50728.66743,1.865066071,6.963570788,,-,-,-,5.451600075,5.407169819,-,-,5.407169819,4542,4657.75293,4491.735352,-,8,,5.51760006,5.407169819,-,5.407169819,-,0.01472,-,,9.41,10,8.41,8.01,8.062999725,-,100,,38,38,52,51,0.21,0.371733695,1.35,1.2675246,1.16,1.235557437,1.44,1.289128065,1.26,1.310407043,72.7,85.5,65.1,75.9,63.9,65.9,70,70,57,,4.68,4.7,4.75,4.57,4.468770089,0.168,,39,39.58333333,40,39.5,39.51473137,49195.7,51409.8,50118.9,52747.1,56647
Gabon,GAB,257667,2140215,2192012,2242785,2292573,2341179,,42.2,17.5,39.5,39.3,39.9,-,0.702,0.706,0.709,0.71,0.706,40.9,,0.472642031,4,3.920808795,1.505359401,1.46228651,31.24595109,32.47104509,31.87430491,32.35412776,15095.9268,15576.64316,15105.13431,15597.52108,0.837916581,1.505359401,,2.666670084,2.991663933,2.662058353,3.32681179,2.933458805,2.732324123,3.181609392,3.181609392,481,218.4752808,215.0191498,3.6,252,,-,2.933458805,3.181609392,2.933458805,3.181609392,-,-,,20.72,18.5,20.74,21.97,22.26499939,-,91.57156372,,4,3,19,18,-0.09,-0.08597564,-0.94,-0.7835868,-0.79,-0.808025301,-0.68,-0.695860267,-0.81,-0.850754976,27.8,18.6,33.4,24.4,58,55.8,40,40,22.6,,3.02,3.08,2.49,2.34,2.416484011,0.45,,17.1,-,18,14.8,16.1971831,-,-,-,-,-
"Gambia, The",GMB,10120,2381182,2444916,2508883,2573995,2639916,,50.2,-,-,-,-,-,0.46,0.495,0.503,0.501,0.5,-,,4.822611249,4.4,6.22205316,5.626499143,4.265492162,4.920615376,5.22677868,5.216229843,5.509720971,2209.634266,2320.305837,2276.650708,2433.898396,7.234890333,5.626499143,,2.230940104,2.160029888,2.024430037,2.459194422,2.365439892,2.788928032,2.763717175,2.763717175,-,35.81452942,29.72580338,51.4,597,,-,2.365439892,2.763717175,2.365439892,2.76,18.19148064,13.63239956,,9.48,29.7,9.5,11.08,11.21199989,-,62.27306747,,20,21,21,26,-,0.175200671,-,-0.638483942,-,-0.873302341,-,-0.38554275,-,-0.358450145,38.8,37.2,36.8,38.1,52.3,58,50,50,29.4,,0.24,0.23,0.23,0.22,0.247050718,-,,10.3,10.34482759,10,8.6,8.620689655,-,-,-,-,-
Georgia,GEO,69700,3728004,3726549,3720161,3722716,3708610,,40.1,31.1,42.6,43.4,44.3,45.7,0.78,0.804,0.81,0.802,0.802,55.4,,4.842603225,2.8,4.982350475,10.35894265,10.46553729,53.116027,55.76245363,51.99266651,57.37855702,14593.92448,15621.87366,14731.20059,16997.14894,4.842919885,10.35894265,,2.997679949,3.164870024,3.593869925,3.574429989,3.52105999,3.808640003,3.850080013,3.850080013,718,312.7469177,291.1220398,33,25,,-,3.52105999,3.850080013,3.52105999,3.850080013,0.786210001,0.623090029,,13.94,11.6,11.57,18.5,10.6590004,1.5,100,,26,22,38,36,-0.37,-0.423428178,0.57,0.654211462,1.05,1.060541391,0.33,0.170995161,0.74,0.688035369,64.2,56.4,61.8,64.4,76.2,71.8,60,70,29.8,,2.47,2.59,2.61,2.57,2.717624226,0.789,,16,16,15,20.7,19.33333333,321.1,333.9,310.6,287.9,302.1
Germany,DEU,348672,82657002,82905782,83092962,83160871,83196078,,27,29.8,51.7,52.5,52.7,56.8,0.936,0.945,0.948,0.944,0.942,79.6,,2.680231114,1.5,1.056603898,2.892602433,2.626987267,4434.368344,4481.173468,4276.401016,4400.100296,55235.3663,55652.88749,54844.54597,57927.59007,1.086024514,2.892602433,,4.921020031,4.855150223,4.839230061,4.871829987,4.975769997,-,-,4.975769997,5357,5481.987305,5440.251465,47.2,7,,4.931129932,4.975769997,-,4.975769997,-,0.688939989,-,,3.75,4.3,3.14,3.81,3.535000086,-,100,,39,39,55,55,0.58,0.755996048,1.72,1.331146359,1.78,1.631536007,1.61,1.608524799,1.84,1.813231826,78,95.3,75.3,89.4,74.2,76.1,70,70,44.2,,9.09,9.07,8.86,8.54,7.911621016,0.318,,37,30.74753173,31,31.2,34.91847826,42210.3,46423,49007.5,53211,56017
Ghana,GHA,227533,30222262,30870641,31522290,32180401,32833031,,42.3,21.4,42.6,39.7,39.5,42.2,0.592,0.62,0.631,0.632,0.632,40.2,,8.128894881,3.5,6.507774794,5.356477897,5.356477897,158.219737,168.5163212,169.3823968,178.4553274,5442.2359,5773.860982,5749.655385,6178.285065,6.200077681,5.356477897,,4.39978981,4.434050083,4.394529819,3.533629894,3.886130095,-,-,3.886130095,249,76.83074188,75.28166199,-,308,,6.159830093,3.886130095,-,3.886130095,-,3.623579979,5.983699799,,4.22,5.8,4.32,4.65,4.703999996,-,85.87355042,,37,35,46,45,0.09,0.066447861,-0.11,-0.149478808,-0.14,-0.200255007,0.13,-0.081007682,-0.23,-0.106090412,43.7,57,32.9,45.4,56,59.8,60,60,26.5,,0.55,0.54,0.56,0.61,0.658823541,0.522,,12.7,12.72727273,13,13.1,14.54545455,189.1,218.4,233.3,239.9,298.3
Greece,GRC,130647,10754679,10732882,10721582,10698599,10641221,,36.7,23.6,43.6,45.3,48.8,51.5,0.87,0.886,0.889,0.886,0.887,64.1,,1.09214912,-0.2,1.884341785,8.33610201,8.434425502,312.768786,318.409869,289.6920719,313.8410985,29617.54834,30356.2664,27948.64973,31295.14533,1.668428636,8.33610201,,-,3.661390066,-,3.477089882,3.597340107,-,-,3.597340107,2204,1572.684204,1500.594971,14.5,3,,-,3.597340107,-,3.597340107,-,1.428419948,0.892690003,,21.49,23.9,17.31,16.3,14.79500008,0.4,100,,35,37,50,50,-0.13,0.154484168,0.31,0.443549573,0.24,0.44170779,0.08,0.349768281,-0.14,0.207244009,59,69.9,37.9,52.3,57.3,61.5,40,50,51.3,,6.29,6.2,6.21,6.06,5.59618907,0.297,,18.3,18.66666667,21,21.7,21.66666667,5088.2,5757.1,5471.6,5301.4,8079.9
Guatemala,GTM,107159,16087418,16346950,16604026,16858333,17109746,,53,34.2,58.1,60.2,57.9,-,0.65,0.64,0.642,0.635,0.627,42.5,,3.079851491,4,4.002315059,7.527628776,7.980769506,138.3307043,143.6797543,141.4967846,152.1481373,8664.33432,9018.51752,8852.947743,9769.238227,3.322097997,7.527628776,,2.985620022,3.030329943,2.944740057,2.950099945,3.137049913,3.199280024,3.299720049,3.299720049,444,259.6201782,271.0212708,-,95,,2.941390038,3.137049913,3.299720049,3.137049913,3.299720049,10.62872028,10.55453968,,2.46,2.4,2.19,3.55,3.572000027,-,97.05526733,,23,21,33,30,-0.57,-0.392172635,-0.64,-0.751769006,-0.26,-0.315212965,-1.06,-1.092781067,-0.74,-1.173671126,33.1,36.9,27.3,26.5,63.4,63.2,50,50,12.5,,1.05,1.11,1.03,1.12,1.162970924,0.617,,12.7,12.65822785,19,19.4,19.375,275,273.1,331.9,342.8,341.8
Guinea,GIN,245717,12240789,12554864,12877539,13205153,13531906,,39.4,-,38.6,40.9,38.1,-,0.459,0.462,0.467,0.466,0.465,28.3,,10.30000534,0.1,5.616914469,3.12323,3.9,31.03209592,32.77514221,34.29501651,35.36612876,2559.425545,2674.633599,2754.418384,2878.593051,6.358491927,3.12323,,2.422810078,2.517139912,2.544500113,2.320339918,2.384320021,1.848369956,2.199470043,2.199470043,57,35.70616531,43.03782272,34.7,576,,2.419260025,2.384320021,2.199470043,2.384320021,2.2,-,14.46401978,,4.91,6.8,5.02,6.1,6.342000008,3.1,44.66867828,,17,10,24,24,-0.61,-0.970410824,-1.04,-0.915673137,-0.84,-0.964260876,-1.23,-1.13051641,-1.01,-0.996127367,28.2,27.8,26.9,25.6,52.2,54.2,40,40,25.4,,0.22,0.24,0.27,0.3,0.309288541,0.5,,21.9,21.92982456,23,16.7,17,-,-,-,-,-
Guinea-Bissau,GNB,28120,1879826,1924955,1970457,2015828,2060721,,-,-,-,-,-,-,0.455,0.482,0.49,0.483,0.483,-,,5.919176626,4.8,4.499999992,3.800002427,3.800002427,3.564798265,3.725214187,3.635809047,3.773969879,1947.369095,2021.136428,1948.643401,2057.100002,1.283736703,3.800002427,,2.200000048,2.299999952,2.299999952,2.200000048,2.137870073,2.947819948,2.708427668,2.708427668,100,61.23582077,62.57557678,58.3,667,,-,2.137870073,2.708427668,2.137870073,2.71,-,-,,5.99,6.5,6.04,6.74,6.758999825,4.7,33.33546829,,16,17,25,26,-0.6,-0.280239314,-1.77,-1.423883915,-1.18,-1.25828886,-1.44,-1.437948465,-1.56,-1.300152063,53.5,14,27.3,15.9,56.9,46,30,30,21.9,,0.16,0.17,0.16,0.17,0.171792958,-,,13.7,13.7254902,14,13.7,13.7254902,19,21.2,22.6,23.3,26.3
Guyana,GUY,196849,763252,785514,798753,797202,804567,,44.6,-,-,-,-,-,0.654,0.701,0.708,0.721,0.714,42.8,,3.734374061,3,5.352627426,19.92722887,20.06001095,9.72012266,10.24040461,14.69288706,17.62077229,12775.6714,13634.30959,19702.97442,24493.71407,4.441013589,19.92722887,,4.360330105,3.895699978,4.737750053,4.66478014,4.45058012,-,-,4.45058012,336,301.4482727,325.8851624,4.1,169,,-,4.45058012,-,4.45058012,-,-,-,,13.75,11.4,13.99,16.43,16.42499924,-,92.5405426,,32,30,42,43,-0.04,-0.143802285,-0.29,-0.236731559,-0.39,-0.519256711,-0.29,-0.39758274,-0.51,-0.165203333,42.5,47.4,34.8,41.5,58.7,59.5,30,30,31.2,,2.75,3.27,3.24,3.3,3.640892855,-,,31.9,31.88405797,32,35.7,35.71428571,-,-,-,-,-
Haiti,HTI,27560,10863543,11012421,11160438,11306801,11447569,,60.8,28.6,39.2,37.9,38.2,-,0.498,0.541,0.543,0.54,0.535,24.2,,2.510271345,1,-1.68459508,-1.798239889,-1.79823989,35.20826561,34.6151489,33.45783549,32.85618335,3240.924375,3203.037737,3094.941621,3127.415571,1.667810955,-1.798239889,,1.753149986,1.857040048,1.395859957,1.504230022,1.632069945,-,-,1.632069945,120,63.13831329,56.99440002,3.4,480,,-,1.632069945,-,1.632069945,-,-,-,,13.88,13.2,13.91,15.45,15.72599983,-,46.92553329,,17,11,24,22,-0.7,-1.095350504,-2.06,-2.187487841,-1.32,-1.318740487,-1.09,-1.250733852,-1.24,-1.423377037,42.5,18.6,24.6,14.3,55.8,50,30,30,21.9,,0.31,0.31,0.31,0.3,0.294768414,0.084,,2.5,2.542372881,3,-,-,7.4,14,11.3,26.4,20.9
Honduras,HND,111890,9626842,9792850,9958829,10121763,10278345,,47.1,27.2,58.6,57.6,57.7,-,0.617,0.617,0.632,0.621,0.621,41.9,,4.842913911,3.6,2.653066255,12.53409602,12.53409602,54.4606098,55.90548586,50.89369312,57.27275748,5816.067372,5978.274828,5419.792164,6252.569135,3.84499477,12.53409602,,7.090119839,6.412970066,5.159619808,4.937019825,6.056469917,4.912849903,6.438438892,6.438438892,353,180.889801,187.5543366,45.63113572,65,,-,6.056469917,6.438438892,6.056469917,6.438438892,15.69806957,-,,5.53,6.3,5.7,8.37,8.512999535,4.3,93.20671082,,20,21,26,26,-0.55,-0.611998737,-0.51,-0.782125533,-0.44,-0.521958768,-1.05,-1.072383642,-0.72,-1.072395802,34.5,29,28.2,25.4,60.6,59.5,60,60,27.9,,1.07,1,0.96,1.03,1.048622992,0.436,,25.8,21.09375,21,21.1,27.34375,398.5,385.3,407.4,350.4,438.1
Hungary,HUN,89608,9787966,9775564,9771141,9750149,9709891,,28.2,26.4,47.6,45.9,45.4,45.7,0.838,0.849,0.853,0.849,0.846,66.1,,4.271976016,2.9,4.85779236,7.096612232,7.117315315,304.2318294,318.0867388,303.8898251,325.4557076,62513.95527,62103.41335,58980.01105,65972.55833,5.359496489,7.096612232,,4.600399971,4.494100094,4.6145401,4.614099979,4.622829914,-,-,4.622829914,1912,1074.017578,1062.394165,17.25110925,12,,4.631949902,4.622829914,-,4.622829914,-,2.431390047,2.466279984,,4.16,5.2,3.42,4.25,4.116000175,0.1,100,,28,26,44,43,0.81,0.861371756,0.51,0.634507835,0.65,0.496175766,0.53,0.530844033,0.09,0.035607804,57.1,62.2,36.4,44.4,66.7,66.9,70,70,48.5,,4.41,4.51,4.74,4.75,4.74663103,0.116,,10.1,12.56281407,13,12.1,13.06532663,1463,1791.5,2051.1,2771.2,2777.1
Iceland,ISL,100250,343400,352721,360563,366463,372520,,28,31.1,46.4,46.9,48,53.7,0.935,0.959,0.96,0.957,0.959,83.7,,4.194948829,4,2.415456092,3.699792401,4.403044786,20.04097085,20.52893302,19.19374923,19.90387811,31913.07466,33514.94179,33274.34766,36752.51543,4.892180731,3.699792401,,7.641409874,7.457970142,7.432199955,7.583859921,7.561709881,-,-,7.561709881,4116,6565.879395,6274.959473,2.9,4,,-,7.561709881,-,7.561709881,-,4.44464016,5.467309952,,2.74,3.8,3.51,5.48,5.401000023,-,100,,37,37,58,57,1.37,1.373475432,1.45,1.638630509,1.43,1.53473568,1.61,1.754704237,1.84,1.790595531,72.6,94.8,77.3,85.3,77,77,70,70,43.1,,6.23,4.86,4.86,4.82,4.548442258,1,,47.6,38.0952381,38,38.1,47.61904762,0,0,0,0,0
India,IND,2973193,1354195680,1369003306,1383112050,1396387127,1407563842,,35.2,29.2,42,40.3,36.4,43.8,0.64,0.645,0.645,0.642,0.633,40,,6.795383419,7.3,3.73791852,8.947962669,8.681228731,8811.115286,9140.467596,8537.554993,9301.492227,6669.622784,6971.687276,6525.428052,7333.505612,6.453851345,8.947962669,,-,4.114570141,4.254079819,4.305449963,4.363739967,4.4072299,4.474229813,4.474229813,238,60.26567459,63.74832153,-,145,,-,4.363739967,4.474229813,4.363739967,4.474229813,-,5.373290062,,5.36,3.5,5.27,8,5.978000164,1.8,99,,35,33,42,33,-0.83,-0.615044951,0.09,0.28236258,-0.25,-0.078795075,0,-0.080926225,-0.24,-0.294859201,54.3,51.5,47.2,42.4,54.5,53.9,40,40,27.3,,1.63,1.64,1.71,1.79,1.797620119,0.151,,11.8,11.80811808,14,14.4,14.44444444,64559.4,66257.8,71468.9,72937.1,76598
